Demographic_Category,Loan Category,Loan_Amount_Issued
OVER 65s,PERSONAL,1000
OVER 65s,PERSONAL,1000
OVER 65s,PERSONAL,1000
OVER 65s,PERSONAL,1000
OVER 65s,PERSONAL,1000
OVER 65s,PERSONAL,1000
OVER 65s,PERSONAL,1000
OVER 65s,PERSONAL,1000
OVER 65s,PERSONAL,1000
OVER 65s,PERSONAL,1000
OVER 65s,PERSONAL,1000
OVER 65s,PERSONAL,1000
OVER 65s,PERSONAL,1000
OVER 65s,PERSONAL,1000
OVER 65s,PERSONAL,1000
OVER 65s,PERSONAL,1000
OVER 65s,PERSONAL,1000
OVER 65s,PERSONAL,1000
OVER 65s,PERSONAL,1000
OVER 65s,PERSONAL,1000
OVER 65s,PERSONAL,1000
OVER 65s,PERSONAL,1000
OVER 65s,PERSONAL,1000
OVER 65s,PERSONAL,1000
OVER 65s,PERSONAL,1000
OVER 65s,PERSONAL,1000
OVER 65s,PERSONAL,1000
OVER 65s,PERSONAL,1000
OVER 65s,PERSONAL,1000
OVER 65s,PERSONAL,1000
OVER 65s,PERSONAL,1000
OVER 65s,PERSONAL,1000
OVER 65s,PERSONAL,1000
OVER 65s,PERSONAL,1000
OVER 65s,PERSONAL,1000
OVER 65s,PERSONAL,1000
OVER 65s,PERSONAL,1000
OVER 65s,PERSONAL,1000
OVER 65s,PERSONAL,1000
OVER 65s,PERSONAL,1000
OVER 65s,PERSONAL,1000
OVER 65s,PERSONAL,1000
OVER 65s,PERSONAL,1000
OVER 65s,PERSONAL,1000
OVER 50s,PERSONAL,986.89
SINGLE PARENT,PERSONAL,950
OVER 65s,PERSONAL,950
SINGLE PARENT,PERSONAL,928
YOUNG FAMILY,PERSONAL,900
ADULT SINGLE,PERSONAL,900
ADULT SINGLE,PERSONAL,900
ADULT SINGLE,PERSONAL,900
OVER 50s,PERSONAL,900
OVER 50s,PERSONAL,900
OVER 50s,PERSONAL,900
OVER 65s,PERSONAL,900
OVER 65s,PERSONAL,900
ADULT SINGLE,PERSONAL,890
SINGLE PARENT,PERSONAL,850
SINGLE PARENT,PERSONAL,850
OVER 65s,PERSONAL,850
YOUNG SINGLE,PERSONAL,800
YOUNG SINGLE,PERSONAL,800
YOUNG SINGLE,PERSONAL,800
YOUNG SINGLE,PERSONAL,800
YOUNG FAMILY,PERSONAL,800
YOUNG FAMILY,PERSONAL,800
YOUNG FAMILY,PERSONAL,800
ADULT SINGLE,PERSONAL,800
ADULT SINGLE,PERSONAL,800
ADULT SINGLE,PERSONAL,800
ADULT SINGLE,PERSONAL,800
ADULT SINGLE,PERSONAL,800
SINGLE PARENT,PERSONAL,800
SINGLE PARENT,PERSONAL,800
SINGLE PARENT,PERSONAL,800
SINGLE PARENT,PERSONAL,800
SINGLE PARENT,PERSONAL,800
SINGLE PARENT,PERSONAL,800
SINGLE PARENT,PERSONAL,800
OVER 50s,PERSONAL,800
OVER 50s,PERSONAL,800
OVER 50s,PERSONAL,800
OVER 50s,PERSONAL,800
OVER 50s,PERSONAL,800
OVER 50s,PERSONAL,800
OVER 50s,PERSONAL,800
OVER 50s,PERSONAL,800
OVER 50s,PERSONAL,800
OVER 65s,PERSONAL,800
OVER 65s,PERSONAL,800
OVER 65s,PERSONAL,800
OVER 65s,PERSONAL,800
OVER 65s,PERSONAL,800
OVER 65s,PERSONAL,800
OVER 65s,PERSONAL,800
OVER 65s,PERSONAL,800
OVER 65s,PERSONAL,800
OVER 65s,PERSONAL,800
OVER 65s,PERSONAL,800
OVER 65s,PERSONAL,800
OVER 65s,PERSONAL,800
OVER 65s,PERSONAL,800
OVER 65s,PERSONAL,800
OVER 65s,PERSONAL,800
OVER 65s,PERSONAL,800
OVER 65s,PERSONAL,800
SINGLE PARENT,PERSONAL,765
YOUNG SINGLE,PERSONAL,760
ADULT SINGLE,PERSONAL,760
YOUNG SINGLE,PERSONAL,750
YOUNG SINGLE,PERSONAL,750
ADULT SINGLE,PERSONAL,750
ADULT SINGLE,PERSONAL,750
ADULT SINGLE,PERSONAL,750
SINGLE PARENT,PERSONAL,750
SINGLE PARENT,PERSONAL,750
OVER 50s,PERSONAL,750
OVER 50s,PERSONAL,750
OVER 50s,PERSONAL,750
OVER 65s,PERSONAL,724
OVER 65s,PERSONAL,720
YOUNG SINGLE,PERSONAL,700
YOUNG SINGLE,PERSONAL,700
YOUNG SINGLE,PERSONAL,700
YOUNG SINGLE,PERSONAL,700
YOUNG SINGLE,PERSONAL,700
YOUNG FAMILY,PERSONAL,700
YOUNG FAMILY,PERSONAL,700
YOUNG FAMILY,PERSONAL,700
YOUNG FAMILY,PERSONAL,700
YOUNG FAMILY,PERSONAL,700
ADULT SINGLE,PERSONAL,700
ADULT SINGLE,PERSONAL,700
ADULT SINGLE,PERSONAL,700
ADULT SINGLE,PERSONAL,700
ADULT SINGLE,PERSONAL,700
ADULT SINGLE,PERSONAL,700
SINGLE PARENT,PERSONAL,700
SINGLE PARENT,PERSONAL,700
SINGLE PARENT,PERSONAL,700
SINGLE PARENT,PERSONAL,700
SINGLE PARENT,PERSONAL,700
SINGLE PARENT,PERSONAL,700
SINGLE PARENT,PERSONAL,700
SINGLE PARENT,PERSONAL,700
SINGLE PARENT,PERSONAL,700
SINGLE PARENT,PERSONAL,700
SINGLE PARENT,PERSONAL,700
SINGLE PARENT,PERSONAL,700
SINGLE PARENT,PERSONAL,700
SINGLE PARENT,PERSONAL,700
OVER 50s,PERSONAL,700
OVER 50s,PERSONAL,700
OVER 50s,PERSONAL,700
OVER 50s,PERSONAL,700
OVER 50s,PERSONAL,700
OVER 65s,PERSONAL,700
OVER 65s,PERSONAL,700
OVER 65s,PERSONAL,700
OVER 65s,PERSONAL,700
OVER 65s,PERSONAL,700
OVER 65s,PERSONAL,700
OVER 65s,PERSONAL,700
OVER 65s,PERSONAL,700
OVER 65s,PERSONAL,700
OVER 65s,PERSONAL,700
ADULT SINGLE,PERSONAL,680
SINGLE PARENT,PERSONAL,680
OVER 50s,PERSONAL,659.28
YOUNG FAMILY,PERSONAL,650
SINGLE PARENT,PERSONAL,650
SINGLE PARENT,PERSONAL,650
SINGLE PARENT,PERSONAL,650
SINGLE PARENT,PERSONAL,650
OVER 50s,PERSONAL,650
OVER 50s,PERSONAL,650
OVER 65s,PERSONAL,650
SINGLE PARENT,PERSONAL,637
SINGLE PARENT,PERSONAL,628
YOUNG SINGLE,PERSONAL,600
YOUNG SINGLE,PERSONAL,600
YOUNG SINGLE,PERSONAL,600
YOUNG SINGLE,PERSONAL,600
YOUNG SINGLE,PERSONAL,600
YOUNG SINGLE,PERSONAL,600
YOUNG SINGLE,PERSONAL,600
YOUNG SINGLE,PERSONAL,600
YOUNG FAMILY,PERSONAL,600
YOUNG FAMILY,PERSONAL,600
YOUNG FAMILY,PERSONAL,600
YOUNG FAMILY,PERSONAL,600
YOUNG FAMILY,PERSONAL,600
YOUNG FAMILY,PERSONAL,600
YOUNG FAMILY,PERSONAL,600
ADULT SINGLE,PERSONAL,600
ADULT SINGLE,PERSONAL,600
ADULT SINGLE,PERSONAL,600
ADULT SINGLE,PERSONAL,600
SINGLE PARENT,PERSONAL,600
SINGLE PARENT,PERSONAL,600
SINGLE PARENT,PERSONAL,600
SINGLE PARENT,PERSONAL,600
SINGLE PARENT,PERSONAL,600
SINGLE PARENT,PERSONAL,600
SINGLE PARENT,PERSONAL,600
SINGLE PARENT,PERSONAL,600
SINGLE PARENT,PERSONAL,600
SINGLE PARENT,PERSONAL,600
SINGLE PARENT,PERSONAL,600
SINGLE PARENT,PERSONAL,600
SINGLE PARENT,PERSONAL,600
SINGLE PARENT,PERSONAL,600
SINGLE PARENT,PERSONAL,600
SINGLE PARENT,PERSONAL,600
OVER 50s,PERSONAL,600
OVER 50s,PERSONAL,600
OVER 50s,PERSONAL,600
OVER 50s,PERSONAL,600
OVER 50s,PERSONAL,600
OVER 50s,PERSONAL,600
OVER 50s,PERSONAL,600
OVER 50s,PERSONAL,600
OVER 50s,PERSONAL,600
OVER 50s,PERSONAL,600
OVER 50s,PERSONAL,600
OVER 50s,PERSONAL,600
OVER 50s,PERSONAL,600
OVER 50s,PERSONAL,600
OVER 50s,PERSONAL,600
OVER 50s,PERSONAL,600
OVER 50s,PERSONAL,600
OVER 65s,PERSONAL,600
OVER 65s,PERSONAL,600
OVER 65s,PERSONAL,600
OVER 65s,PERSONAL,600
OVER 65s,PERSONAL,600
OVER 65s,PERSONAL,600
OVER 65s,PERSONAL,600
OVER 65s,PERSONAL,600
OVER 65s,PERSONAL,600
OVER 65s,PERSONAL,600
OVER 65s,PERSONAL,600
OVER 65s,PERSONAL,600
OVER 65s,PERSONAL,600
YOUNG FAMILY,PERSONAL,598
YOUNG SINGLE,PERSONAL,550
OVER 65s,PERSONAL,550
OVER 50s,PERSONAL,520
YOUNG FAMILY,PERSONAL,500.72
YOUNG SINGLE,PERSONAL,500
YOUNG SINGLE,PERSONAL,500
YOUNG SINGLE,PERSONAL,500
YOUNG SINGLE,PERSONAL,500
YOUNG SINGLE,PERSONAL,500
YOUNG SINGLE,PERSONAL,500
YOUNG SINGLE,PERSONAL,500
YOUNG SINGLE,PERSONAL,500
YOUNG SINGLE,PERSONAL,500
YOUNG SINGLE,PERSONAL,500
YOUNG SINGLE,PERSONAL,500
YOUNG SINGLE,PERSONAL,500
YOUNG SINGLE,PERSONAL,500
YOUNG SINGLE,PERSONAL,500
YOUNG SINGLE,PERSONAL,500
YOUNG SINGLE,PERSONAL,500
YOUNG SINGLE,PERSONAL,500
YOUNG SINGLE,PERSONAL,500
YOUNG SINGLE,PERSONAL,500
YOUNG SINGLE,PERSONAL,500
YOUNG SINGLE,PERSONAL,500
YOUNG SINGLE,PERSONAL,500
YOUNG SINGLE,PERSONAL,500
YOUNG SINGLE,PERSONAL,500
YOUNG SINGLE,PERSONAL,500
YOUNG SINGLE,PERSONAL,500
YOUNG SINGLE,PERSONAL,500
YOUNG SINGLE,PERSONAL,500
YOUNG SINGLE,PERSONAL,500
YOUNG SINGLE,PERSONAL,500
YOUNG SINGLE,PERSONAL,500
YOUNG SINGLE,PERSONAL,500
YOUNG SINGLE,PERSONAL,500
YOUNG SINGLE,PERSONAL,500
YOUNG SINGLE,PERSONAL,500
YOUNG SINGLE,PERSONAL,500
YOUNG SINGLE,PERSONAL,500
YOUNG SINGLE,PERSONAL,500
YOUNG SINGLE,PERSONAL,500
YOUNG SINGLE,PERSONAL,500
YOUNG SINGLE,PERSONAL,500
YOUNG SINGLE,PERSONAL,500
YOUNG SINGLE,PERSONAL,500
YOUNG SINGLE,PERSONAL,500
YOUNG FAMILY,PERSONAL,500
YOUNG FAMILY,PERSONAL,500
YOUNG FAMILY,PERSONAL,500
YOUNG FAMILY,PERSONAL,500
YOUNG FAMILY,PERSONAL,500
YOUNG FAMILY,PERSONAL,500
YOUNG FAMILY,PERSONAL,500
YOUNG FAMILY,PERSONAL,500
YOUNG FAMILY,PERSONAL,500
YOUNG FAMILY,PERSONAL,500
YOUNG FAMILY,PERSONAL,500
YOUNG FAMILY,PERSONAL,500
YOUNG FAMILY,PERSONAL,500
YOUNG FAMILY,PERSONAL,500
YOUNG FAMILY,PERSONAL,500
YOUNG FAMILY,PERSONAL,500
YOUNG FAMILY,PERSONAL,500
YOUNG FAMILY,PERSONAL,500
YOUNG FAMILY,PERSONAL,500
ADULT SINGLE,PERSONAL,500
ADULT SINGLE,PERSONAL,500
ADULT SINGLE,PERSONAL,500
ADULT SINGLE,PERSONAL,500
ADULT SINGLE,PERSONAL,500
ADULT SINGLE,PERSONAL,500
ADULT SINGLE,PERSONAL,500
ADULT SINGLE,PERSONAL,500
ADULT SINGLE,PERSONAL,500
ADULT SINGLE,PERSONAL,500
ADULT SINGLE,PERSONAL,500
ADULT SINGLE,PERSONAL,500
ADULT SINGLE,PERSONAL,500
ADULT SINGLE,PERSONAL,500
ADULT SINGLE,PERSONAL,500
ADULT SINGLE,PERSONAL,500
ADULT SINGLE,PERSONAL,500
ADULT SINGLE,PERSONAL,500
ADULT SINGLE,PERSONAL,500
ADULT SINGLE,PERSONAL,500
ADULT SINGLE,PERSONAL,500
ADULT SINGLE,PERSONAL,500
SINGLE PARENT,PERSONAL,500
SINGLE PARENT,PERSONAL,500
SINGLE PARENT,PERSONAL,500
SINGLE PARENT,PERSONAL,500
SINGLE PARENT,PERSONAL,500
SINGLE PARENT,PERSONAL,500
SINGLE PARENT,PERSONAL,500
SINGLE PARENT,PERSONAL,500
SINGLE PARENT,PERSONAL,500
SINGLE PARENT,PERSONAL,500
SINGLE PARENT,PERSONAL,500
SINGLE PARENT,PERSONAL,500
SINGLE PARENT,PERSONAL,500
SINGLE PARENT,PERSONAL,500
SINGLE PARENT,PERSONAL,500
SINGLE PARENT,PERSONAL,500
SINGLE PARENT,PERSONAL,500
SINGLE PARENT,PERSONAL,500
SINGLE PARENT,PERSONAL,500
SINGLE PARENT,PERSONAL,500
SINGLE PARENT,PERSONAL,500
SINGLE PARENT,PERSONAL,500
SINGLE PARENT,PERSONAL,500
SINGLE PARENT,PERSONAL,500
SINGLE PARENT,PERSONAL,500
SINGLE PARENT,PERSONAL,500
SINGLE PARENT,PERSONAL,500
SINGLE PARENT,PERSONAL,500
SINGLE PARENT,PERSONAL,500
SINGLE PARENT,PERSONAL,500
SINGLE PARENT,PERSONAL,500
SINGLE PARENT,PERSONAL,500
SINGLE PARENT,PERSONAL,500
SINGLE PARENT,PERSONAL,500
SINGLE PARENT,PERSONAL,500
SINGLE PARENT,PERSONAL,500
SINGLE PARENT,PERSONAL,500
SINGLE PARENT,PERSONAL,500
SINGLE PARENT,PERSONAL,500
SINGLE PARENT,PERSONAL,500
SINGLE PARENT,PERSONAL,500
SINGLE PARENT,PERSONAL,500
SINGLE PARENT,PERSONAL,500
SINGLE PARENT,PERSONAL,500
SINGLE PARENT,PERSONAL,500
SINGLE PARENT,PERSONAL,500
SINGLE PARENT,PERSONAL,500
SINGLE PARENT,PERSONAL,500
OVER 50s,PERSONAL,500
OVER 50s,PERSONAL,500
OVER 50s,PERSONAL,500
OVER 50s,PERSONAL,500
OVER 50s,PERSONAL,500
OVER 50s,PERSONAL,500
OVER 50s,PERSONAL,500
OVER 50s,PERSONAL,500
OVER 50s,PERSONAL,500
OVER 50s,PERSONAL,500
OVER 50s,PERSONAL,500
OVER 50s,PERSONAL,500
OVER 50s,PERSONAL,500
OVER 50s,PERSONAL,500
OVER 50s,PERSONAL,500
OVER 50s,PERSONAL,500
OVER 50s,PERSONAL,500
OVER 50s,PERSONAL,500
OVER 50s,PERSONAL,500
OVER 50s,PERSONAL,500
OVER 50s,PERSONAL,500
OVER 50s,PERSONAL,500
OVER 50s,PERSONAL,500
OVER 50s,PERSONAL,500
OVER 50s,PERSONAL,500
OVER 50s,PERSONAL,500
OVER 50s,PERSONAL,500
OVER 50s,PERSONAL,500
OVER 50s,PERSONAL,500
OVER 50s,PERSONAL,500
OVER 50s,PERSONAL,500
OVER 50s,PERSONAL,500
OVER 50s,PERSONAL,500
OVER 50s,PERSONAL,500
OVER 50s,PERSONAL,500
OVER 50s,PERSONAL,500
OVER 50s,PERSONAL,500
OVER 50s,PERSONAL,500
OVER 50s,PERSONAL,500
OVER 50s,PERSONAL,500
OVER 50s,PERSONAL,500
OVER 50s,PERSONAL,500
OVER 50s,PERSONAL,500
OVER 50s,PERSONAL,500
OVER 50s,PERSONAL,500
OVER 50s,PERSONAL,500
OVER 50s,PERSONAL,500
OVER 50s,PERSONAL,500
OVER 50s,PERSONAL,500
OVER 50s,PERSONAL,500
OVER 50s,PERSONAL,500
OVER 50s,PERSONAL,500
OVER 50s,PERSONAL,500
OVER 50s,PERSONAL,500
OVER 50s,PERSONAL,500
OVER 50s,PERSONAL,500
OVER 50s,PERSONAL,500
OVER 50s,PERSONAL,500
OVER 65s,PERSONAL,500
OVER 65s,PERSONAL,500
OVER 65s,PERSONAL,500
OVER 65s,PERSONAL,500
OVER 65s,PERSONAL,500
OVER 65s,PERSONAL,500
OVER 65s,PERSONAL,500
OVER 65s,PERSONAL,500
OVER 65s,PERSONAL,500
OVER 65s,PERSONAL,500
OVER 65s,PERSONAL,500
OVER 65s,PERSONAL,500
OVER 65s,PERSONAL,500
OVER 65s,PERSONAL,500
OVER 65s,PERSONAL,500
OVER 65s,PERSONAL,500
OVER 65s,PERSONAL,500
OVER 65s,PERSONAL,500
OVER 65s,PERSONAL,500
OVER 65s,PERSONAL,500
OVER 65s,PERSONAL,500
OVER 65s,PERSONAL,500
OVER 65s,PERSONAL,500
OVER 65s,PERSONAL,500
OVER 65s,PERSONAL,500
OVER 65s,PERSONAL,500
OVER 65s,PERSONAL,500
OVER 65s,PERSONAL,500
OVER 65s,PERSONAL,500
OVER 65s,PERSONAL,500
OVER 65s,PERSONAL,500
OVER 65s,PERSONAL,500
OVER 65s,PERSONAL,500
OVER 65s,PERSONAL,500
OVER 65s,PERSONAL,500
OVER 65s,PERSONAL,500
OVER 65s,PERSONAL,500
OVER 65s,PERSONAL,500
